,Class Number,Course Number,Subjects,Course Title,Time and Location,Enrollment,Instructor(s),View Books
1488,3612,AAAS      98A      3,Experiential Learning,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
1489,3616,AAAS      98A      4,Experiential Learning,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
1490,3676,AAAS      99D      1,Experiential Learning,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
1491,3678,AAAS      99D      2,Experiential Learning,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
1492,3680,AAAS      99D      3,Experiential Learning,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
1493,3682,AAAS      99D      4,Experiential Learning,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
1494,3684,AAAS      99D      5,Experiential Learning,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
1495,6472,AAAS      99D      6,Experiential Learning,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
1496,10942,AAAS      99D      7,Experiential Learning,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
1497,10952,AAAS      99D      8,Experiential Learning,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
1498,10985,AAAS      99D      9,Experiential Learning,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
1499,10137,AAAS      124A      1,Experiential Learning,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
1500,10134,AAAS      155B      1,Experiential Learning,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
1501,6540,AAAS      159A      1,Experiential Learning,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
1502,7218,AAAS/HIS      154B      1,Experiential Learning,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
1503,7198,AAAS/WGS      125A      1,Experiential Learning,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
1504,10134,AAAS      155B      1,Experiential Learning,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
1505,7218,AAAS/HIS      154B      1,Experiential Learning,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
1506,7198,AAAS/WGS      125A      1,Experiential Learning,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
1507,10113,HIST      153B      1,Experiential Learning,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
1508,10117,HIST      175B      1,Experiential Learning,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
1509,10137,AAAS      124A      1,Experiential Learning,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
1510,10134,AAAS      155B      1,Experiential Learning,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
1511,10067,ENG      127B      1,Experiential Learning,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
1512,10499,ENG      167B      1,Experiential Learning,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
1513,7090,THA      144B      1,Experiential Learning,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
1514,6540,AAAS      159A      1,Experiential Learning,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
1515,7218,AAAS/HIS      154B      1,Experiential Learning,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
1516,10186,ED      170A      1,Experiential Learning,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
1517,10541,HSSP      114B      1,Experiential Learning,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
1518,10516,ENG      62B      1,Experiential Learning,"Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
1519,10137,AAAS      124A      1,Experiential Learning,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
1520,10134,AAAS      155B      1,Experiential Learning,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
1521,6540,AAAS      159A      1,Experiential Learning,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
1522,7218,AAAS/HIS      154B      1,Experiential Learning,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
1523,10186,ED      170A      1,Experiential Learning,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
1524,10067,ENG      127B      1,Experiential Learning,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
1525,10499,ENG      167B      1,Experiential Learning,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
1526,10113,HIST      153B      1,Experiential Learning,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
1527,10117,HIST      175B      1,Experiential Learning,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
1528,10541,HSSP      114B      1,Experiential Learning,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
1529,7090,THA      144B      1,Experiential Learning,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
1530,3196,AAAS      5A      1,"Film, Television and Interactive Media",Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
1531,3614,AAAS      98A      1,"Film, Television and Interactive Media",Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
1532,3610,AAAS      98A      2,"Film, Television and Interactive Media",Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
1533,3612,AAAS      98A      3,"Film, Television and Interactive Media",Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
1534,3616,AAAS      98A      4,"Film, Television and Interactive Media",Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
1535,3676,AAAS      99D      1,"Film, Television and Interactive Media",Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
1536,3678,AAAS      99D      2,"Film, Television and Interactive Media",Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
1537,3680,AAAS      99D      3,"Film, Television and Interactive Media",Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
1538,3682,AAAS      99D      4,"Film, Television and Interactive Media",Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
1539,3684,AAAS      99D      5,"Film, Television and Interactive Media",Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
1540,6472,AAAS      99D      6,"Film, Television and Interactive Media",Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
1541,10942,AAAS      99D      7,"Film, Television and Interactive Media",Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
1542,10952,AAAS      99D      8,"Film, Television and Interactive Media",Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
1543,10985,AAAS      99D      9,"Film, Television and Interactive Media",Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
1544,10137,AAAS      124A      1,"Film, Television and Interactive Media",After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
1545,10134,AAAS      155B      1,"Film, Television and Interactive Media",Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
1546,6540,AAAS      159A      1,"Film, Television and Interactive Media",Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
1547,7218,AAAS/HIS      154B      1,"Film, Television and Interactive Media","Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
1548,7198,AAAS/WGS      125A      1,"Film, Television and Interactive Media",Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
1549,10134,AAAS      155B      1,"Film, Television and Interactive Media",Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
1550,7218,AAAS/HIS      154B      1,"Film, Television and Interactive Media","Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
1551,7198,AAAS/WGS      125A      1,"Film, Television and Interactive Media",Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
1552,10113,HIST      153B      1,"Film, Television and Interactive Media",Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
1553,10117,HIST      175B      1,"Film, Television and Interactive Media",Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
1554,10137,AAAS      124A      1,"Film, Television and Interactive Media",After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
1555,10134,AAAS      155B      1,"Film, Television and Interactive Media",Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
1556,10067,ENG      127B      1,"Film, Television and Interactive Media","Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
1557,10499,ENG      167B      1,"Film, Television and Interactive Media","Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
1558,7090,THA      144B      1,"Film, Television and Interactive Media",Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
1559,6540,AAAS      159A      1,"Film, Television and Interactive Media",Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
1560,7218,AAAS/HIS      154B      1,"Film, Television and Interactive Media","Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
1561,10186,ED      170A      1,"Film, Television and Interactive Media",Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
1562,10541,HSSP      114B      1,"Film, Television and Interactive Media",Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
1563,10516,ENG      62B      1,"Film, Television and Interactive Media","Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
1564,10137,AAAS      124A      1,"Film, Television and Interactive Media",After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
1565,10134,AAAS      155B      1,"Film, Television and Interactive Media",Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
1566,6540,AAAS      159A      1,"Film, Television and Interactive Media",Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
1567,7218,AAAS/HIS      154B      1,"Film, Television and Interactive Media","Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
1568,10186,ED      170A      1,"Film, Television and Interactive Media",Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
1569,10067,ENG      127B      1,"Film, Television and Interactive Media","Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
1570,10499,ENG      167B      1,"Film, Television and Interactive Media","Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
1571,10113,HIST      153B      1,"Film, Television and Interactive Media",Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
1572,10117,HIST      175B      1,"Film, Television and Interactive Media",Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
1573,10541,HSSP      114B      1,"Film, Television and Interactive Media",Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
1574,7090,THA      144B      1,"Film, Television and Interactive Media",Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
